epoch,batch,loss,val_loss
3,1400,3.987560,
3,1450,3.984418,
3,1500,3.982901,
3,1550,3.984762,
3,1600,3.981178,
3,1650,3.976879,
3,1700,3.972795,
3,end,3.971168,3.863256
4,0,4.459260,
4,50,3.798574,
4,100,3.852215,
4,150,3.834203,
4,200,3.868722,
4,250,3.854263,
4,300,3.857191,
4,350,3.857184,
4,400,3.849739,
4,450,3.854480,
4,500,3.842128,
4,550,3.834191,
4,600,3.825785,
4,650,3.824410,
4,700,3.818801,
4,750,3.814574,
4,800,3.822497,
4,850,3.813532,
4,900,3.802900,
4,950,3.798359,
4,1000,3.797875,
4,1050,3.788287,
4,1100,3.789338,
4,1150,3.794439,
4,1200,3.799305,
4,1250,3.800930,
4,1300,3.799485,
4,1350,3.805408,
4,1400,3.807813,
4,1450,3.806431,
4,1500,3.802883,
4,1550,3.802217,
4,1600,3.804651,
4,1650,3.802199,
4,1700,3.796108,
4,end,3.794273,3.879328
5,0,4.774662,
5,50,3.747422,
5,100,3.736506,
5,150,3.715178,
5,200,3.735421,
5,250,3.732007,
5,300,3.727252,
5,350,3.696178,
5,400,3.690590,
5,450,3.709497,
5,500,3.715983,
5,550,3.721198,
5,600,3.722095,
5,650,3.716480,
5,700,3.719605,
5,750,3.728133,
5,800,3.720366,
5,850,3.712990,
5,900,3.716757,
5,950,3.712175,
5,1000,3.709899,
5,1050,3.696569,
5,1100,3.703058,
5,1150,3.699976,
5,1200,3.694201,
5,1250,3.693430,
5,1300,3.695167,
5,1350,3.695209,
5,1400,3.693796,
5,1450,3.691326,
5,1500,3.690465,
5,1550,3.687017,
5,1600,3.682149,
5,1650,3.677325,
5,1700,3.674020,
5,end,3.671912,4.096905
6,0,3.187862,
6,50,3.684263,
6,100,3.587788,
6,150,3.563342,
6,200,3.547313,
6,250,3.551637,
6,300,3.548824,
6,350,3.560061,
6,400,3.570587,
6,450,3.555788,
6,500,3.543514,
6,550,3.554355,
6,600,3.554342,
6,650,3.561156,
6,700,3.562141,
6,750,3.564289,
6,800,3.553903,
6,850,3.558471,
6,900,3.564041,
6,950,3.557555,
6,1000,3.565757,
6,1050,3.562404,
6,1100,3.560529,
6,1150,3.554203,
6,1200,3.554994,
6,1250,3.551153,
6,1300,3.546539,
6,1350,3.541748,
6,1400,3.544369,
6,1450,3.543549,
6,1500,3.543540,
6,1550,3.544906,
6,1600,3.544743,
6,1650,3.547269,
6,1700,3.550678,
6,end,3.549254,3.700393
7,0,2.628787,
7,50,3.467917,
7,100,3.507633,
7,150,3.466620,
7,200,3.473711,
7,250,3.460990,
7,300,3.462558,
7,350,3.445333,
7,400,3.444660,
7,450,3.417081,
7,500,3.429804,
7,550,3.432826,
7,600,3.443101,
7,650,3.436795,
7,700,3.441916,
7,750,3.439330,
7,800,3.439906,
7,850,3.431678,
7,900,3.430278,
7,950,3.431977,
7,1000,3.431461,
7,1050,3.425734,
7,1100,3.424342,
7,1150,3.432945,
7,1200,3.425489,
7,1250,3.419626,
7,1300,3.422044,
7,1350,3.419799,
7,1400,3.420785,
7,1450,3.421220,
7,1500,3.414415,
7,1550,3.419814,
7,1600,3.419788,
7,1650,3.414898,
7,1700,3.419019,
7,end,3.417387,3.548230
8,0,2.443125,
8,50,3.353497,
8,100,3.331731,
8,150,3.308076,
8,200,3.321284,
8,250,3.319753,
8,300,3.307972,
8,350,3.316624,
8,400,3.319443,
8,450,3.305986,
8,500,3.318035,
8,550,3.317252,
8,600,3.320385,
8,650,3.297793,
8,700,3.294807,
8,750,3.300843,
8,800,3.308162,
8,850,3.303967,
8,900,3.308515,
8,950,3.300668,
8,1000,3.299468,
8,1050,3.294408,
8,1100,3.298934,
8,1150,3.299435,
8,1200,3.300710,
8,1250,3.299622,
8,1300,3.299115,
8,1350,3.299464,
8,1400,3.300273,
8,1450,3.301242,
8,1500,3.298867,
8,1550,3.298347,
8,1600,3.291958,
8,1650,3.290604,
8,1700,3.287966,
8,end,3.288792,3.749297
9,0,3.648778,
9,50,3.293379,
9,100,3.276884,
9,150,3.266274,
9,200,3.230039,
9,250,3.246108,
9,300,3.248329,
9,350,3.222506,
9,400,3.209410,
9,450,3.212983,
9,500,3.199500,
9,550,3.212006,
9,600,3.199069,
9,650,3.203347,
9,700,3.198847,
9,750,3.193437,
9,800,3.202399,
9,850,3.199191,
9,900,3.199698,
9,950,3.194036,
9,1000,3.199521,
9,1050,3.204437,
9,1100,3.203606,
9,1150,3.197511,
9,1200,3.198180,
9,1250,3.198019,
9,1300,3.193141,
9,1350,3.190240,
9,1400,3.187815,
9,1450,3.187480,
9,1500,3.185146,
9,1550,3.181531,
9,1600,3.181493,
9,1650,3.185827,
9,1700,3.182049,
9,end,3.179983,3.329338
10,0,4.251247,
10,50,3.051512,
10,100,3.072109,
10,150,3.038036,
10,200,3.016130,
10,250,3.033048,
10,300,3.043594,
10,350,3.055938,
10,400,3.045725,
10,450,3.031845,
10,500,3.036810,
10,550,3.043264,
10,600,3.038385,
10,650,3.035711,
10,700,3.031340,
10,750,3.041494,
10,800,3.040313,
10,850,3.046145,
10,900,3.050187,
10,950,3.053254,
10,1000,3.051322,
10,1050,3.044161,
10,1100,3.044288,
10,1150,3.044053,
10,1200,3.044261,
10,1250,3.044682,
10,1300,3.042292,
10,1350,3.046735,
10,1400,3.048379,
10,1450,3.047636,
10,1500,3.047815,
10,1550,3.047871,
10,1600,3.046750,
10,1650,3.049856,
10,1700,3.047603,
10,end,3.047536,3.342253
11,0,3.594316,
11,50,2.799747,
11,100,2.939204,
11,150,2.882577,
11,200,2.901572,
11,250,2.886666,
11,300,2.887797,
11,350,2.886971,
11,400,2.902846,
11,450,2.881559,
11,500,2.891050,
11,550,2.899747,
11,600,2.900440,
11,650,2.894125,
11,700,2.889442,
11,750,2.898058,
11,800,2.908315,
11,850,2.914745,
11,900,2.913084,
11,950,2.924909,
11,1000,2.928141,
11,1050,2.927772,
11,1100,2.930469,
11,1150,2.930422,
11,1200,2.925441,
11,1250,2.921184,
11,1300,2.925481,
11,1350,2.929007,
11,1400,2.928057,
11,1450,2.928494,
11,1500,2.927215,
11,1550,2.926563,
11,1600,2.928022,
11,1650,2.925143,
11,1700,2.924964,
11,end,2.924655,3.388093
12,0,2.591075,
12,50,2.831102,
12,100,2.802843,
12,150,2.777432,
12,200,2.785185,
12,250,2.817518,
12,300,2.818941,
12,350,2.813420,
12,400,2.807435,
12,450,2.806034,
12,500,2.796084,
12,550,2.797092,
12,600,2.788463,
12,650,2.788598,
12,700,2.781605,
12,750,2.778771,
12,800,2.782155,
12,850,2.784648,
12,900,2.785939,
12,950,2.782347,
12,1000,2.786468,
12,1050,2.787009,
12,1100,2.793211,
12,1150,2.789787,
12,1200,2.793054,
12,1250,2.794053,
12,1300,2.792151,
12,1350,2.789892,
12,1400,2.793185,
12,1450,2.793541,
12,1500,2.796072,
12,1550,2.791283,
12,1600,2.797667,
12,1650,2.796554,
12,1700,2.797079,
12,end,2.798235,3.135105
13,0,3.896315,
13,50,2.720805,
13,100,2.646002,
13,150,2.634351,
13,200,2.659673,
13,250,2.648766,
13,300,2.629648,
13,350,2.612007,
13,400,2.636969,
13,450,2.639179,
13,500,2.647616,
13,550,2.639945,
13,600,2.646754,
13,650,2.642518,
13,700,2.657984,
13,750,2.654898,
13,800,2.663209,
13,850,2.663725,
13,900,2.666306,
13,950,2.667016,
13,1000,2.664391,
13,1050,2.669614,
13,1100,2.673736,
13,1150,2.682875,
13,1200,2.691879,
13,1250,2.690884,
13,1300,2.686344,
13,1350,2.684397,
13,1400,2.690539,
13,1450,2.693182,
13,1500,2.695641,
13,1550,2.695746,
13,1600,2.698247,
13,1650,2.700676,
13,1700,2.694438,
13,end,2.694589,3.129800
14,0,2.731299,
14,50,2.534306,
14,100,2.605267,
14,150,2.611257,
14,200,2.641736,
14,250,2.646845,
14,300,2.648131,
14,350,2.640076,
14,400,2.652584,
14,450,2.647668,
14,500,2.653994,
14,550,2.671055,
14,600,2.679973,
14,650,2.665768,
14,700,2.668230,
14,750,2.668042,
14,800,2.678955,
14,850,2.686656,
14,900,2.691028,
14,950,2.689697,
14,1000,2.681965,
14,1050,2.688561,
14,1100,2.710410,
14,1150,2.708840,
14,1200,2.715037,
14,1250,2.726301,
14,1300,2.722873,
14,1350,2.730748,
14,1400,2.730747,
14,1450,2.732279,
14,1500,2.733153,
14,1550,2.736409,
14,1600,2.735755,
14,1650,2.739564,
14,1700,2.743163,
14,end,2.743839,3.434253
15,0,3.328047,
15,50,2.607269,
15,100,2.663736,
15,150,2.764413,
15,200,2.806750,
15,250,2.862831,
15,300,2.951976,
15,350,2.933017,
15,400,2.931439,
15,450,2.925191,
15,500,2.956880,
15,550,2.949751,
15,600,2.954944,
15,650,2.940763,
15,700,2.938000,
15,750,2.938322,
15,800,2.951924,
15,850,2.972044,
15,900,2.995650,
15,950,2.998521,
15,1000,3.000161,
15,1050,3.005209,
15,1100,2.997756,
15,1150,3.002410,
15,1200,3.005583,
15,1250,3.008759,
15,1300,3.018042,
15,1350,3.025824,
15,1400,3.026434,
15,1450,3.045669,
15,1500,3.054524,
15,1550,3.058989,
15,1600,3.056738,
15,1650,3.057173,
15,1700,3.062603,
15,end,3.063949,5.029153
16,0,3.311488,
16,50,3.133282,
16,100,3.188665,
16,150,3.210773,
16,200,3.318046,
16,250,3.328531,
16,300,3.310835,
16,350,3.301758,
16,400,3.263177,
16,450,3.223382,
16,500,3.276186,
16,550,3.323821,
16,600,3.321714,
16,650,3.334324,
16,700,3.327987,
16,750,3.357515,
16,800,3.389017,
16,850,3.392090,
16,900,3.394419,
16,950,3.394336,
16,1000,3.391996,
16,1050,3.408465,
16,1100,3.410781,
16,1150,3.391615,
16,1200,3.417588,
16,1250,3.439256,
16,1300,3.438827,
16,1350,3.441028,
16,1400,3.456528,
16,1450,3.464034,
16,1500,3.477025,
16,1550,3.481496,
16,1600,3.482593,
16,1650,3.478440,
16,1700,3.490741,
16,end,3.489563,4.667637
17,0,3.452176,
17,50,3.450054,
17,100,3.356257,
17,150,3.496023,
17,200,3.597596,
17,250,3.602615,
17,300,3.557941,
17,350,3.539935,
17,400,3.544966,
17,450,3.568633,
17,500,3.525973,
17,550,3.518387,
17,600,3.535765,
17,650,3.544265,
17,700,3.529832,
17,750,3.512079,
17,800,3.518514,
17,850,3.536919,
17,900,3.550163,
17,950,3.568780,
17,1000,3.610167,
17,1050,3.644542,
17,1100,3.657762,
17,1150,3.667115,
17,1200,3.665440,
17,1250,3.699023,
17,1300,3.692406,
17,1350,3.706877,
17,1400,3.715520,
17,1450,3.712662,
17,1500,3.719826,
17,1550,3.727185,
17,1600,3.735362,
17,1650,3.736666,
17,1700,3.729638,
17,end,3.727884,3.547038
18,0,12.694711,
18,50,3.979272,
18,100,4.076787,
18,150,4.260563,
18,200,4.214808,
18,250,4.188979,
18,300,4.205946,
18,350,4.120445,
18,400,4.157619,
18,450,4.121400,
18,500,4.080805,
18,550,4.050204,
18,600,4.065164,
18,650,4.032907,
18,700,4.067698,
18,750,4.081295,
18,800,4.134776,
18,850,4.103310,
18,900,4.086954,
18,950,4.078148,
18,1000,4.041275,
18,1050,4.010258,
18,1100,3.986398,
18,1150,4.006997,
18,1200,3.989321,
18,1250,3.977605,
18,1300,3.970444,
18,1350,3.973366,
18,1400,3.992474,
18,1450,4.009997,
18,1500,4.053094,
18,1550,4.081494,
18,1600,4.101324,
18,1650,4.083455,
18,1700,4.089340,
18,end,4.089664,3.749204
19,0,3.148035,
19,50,4.509342,
19,100,4.047311,
19,150,3.841199,
19,200,3.773278,
19,250,3.762382,
19,300,3.760203,
19,350,3.920877,
19,400,3.901493,
19,450,3.859127,
19,500,3.913442,
19,550,3.896023,
19,600,nan,
19,650,nan,
19,700,nan,
19,750,nan,
19,800,nan,
19,850,nan,
19,900,nan,
19,950,nan,
19,1000,nan,
19,1050,nan,
19,1100,nan,
19,1150,nan,
19,1200,nan,
19,1250,nan,
19,1300,nan,
19,1350,nan,
19,1400,nan,
19,1450,nan,
19,1500,nan,
19,1550,nan,
19,1600,nan,
19,1650,nan,
19,1700,nan,
19,end,nan,nan
20,0,nan,
20,50,nan,
20,100,nan,
20,150,nan,
20,200,nan,
20,250,nan,
20,300,nan,
20,350,nan,
20,400,nan,
20,450,nan,
20,500,nan,
20,550,nan,
20,600,nan,
20,650,nan,
20,700,nan,
20,750,nan,
20,800,nan,
20,850,nan,
20,900,nan,
20,950,nan,
20,1000,nan,
20,1050,nan,
20,1100,nan,
20,1150,nan,
20,1200,nan,
20,1250,nan,
20,1300,nan,
20,1350,nan,
20,1400,nan,
20,1450,nan,
20,1500,nan,
20,1550,nan,
20,1600,nan,
20,1650,nan,
20,1700,nan,
20,end,nan,nan
21,0,nan,
21,50,nan,
21,100,nan,
21,150,nan,
21,200,nan,
21,250,nan,
21,300,nan,
21,350,nan,
21,400,nan,
21,450,nan,
21,500,nan,
21,550,nan,
21,600,nan,
21,650,nan,
21,700,nan,
21,750,nan,
21,800,nan,
21,850,nan,
21,900,nan,
21,950,nan,
21,1000,nan,
21,1050,nan,
21,1100,nan,
21,1150,nan,
21,1200,nan,
21,1250,nan,
21,1300,nan,
21,1350,nan,
21,1400,nan,
21,1450,nan,
21,1500,nan,
21,1550,nan,
21,1600,nan,
21,1650,nan,
21,1700,nan,
21,end,nan,nan
22,0,nan,
22,50,nan,
22,100,nan,
22,150,nan,
22,200,nan,
22,250,nan,
22,300,nan,
22,350,nan,
22,400,nan,
22,450,nan,
22,500,nan,
22,550,nan,
22,600,nan,
22,650,nan,
22,700,nan,
22,750,nan,
22,800,nan,
22,850,nan,
