epoch,batch,loss,val_loss
581,0,0.595348,
581,end,0.595348,1.882430
582,0,0.344951,
582,end,0.344951,1.960051
583,0,0.470699,
583,end,0.470699,1.979597
584,0,0.621642,
584,end,0.621642,1.952217
585,0,0.599235,
585,end,0.599235,1.890504
586,0,0.477924,
586,end,0.477924,1.789496
587,0,0.285184,
587,end,0.285184,1.697060
588,0,0.483273,
588,end,0.483273,1.673019
589,0,0.497308,
589,end,0.497308,1.713955
590,0,0.386169,
590,end,0.386169,1.784235
591,0,0.242270,
591,end,0.242270,1.833063
592,0,0.509453,
592,end,0.509453,1.822024
593,0,0.495808,
593,end,0.495808,1.753973
594,0,0.252897,
594,end,0.252897,1.638785
595,0,0.312229,
595,end,0.312229,1.600575
596,0,0.416740,
596,end,0.416740,1.631715
597,0,0.273953,
597,end,0.273953,1.711610
598,0,0.254248,
598,end,0.254248,1.759214
599,0,0.502834,
599,end,0.502834,1.744888
600,0,0.516800,
600,end,0.516800,1.682702
601,0,0.359251,
601,end,0.359251,1.559751
602,0,0.217990,
602,end,0.217990,1.525689
603,0,0.297837,
603,end,0.297837,1.572818
604,0,0.114920,
604,end,0.114920,1.598554
605,0,0.169137,
605,end,0.169137,1.551595
606,0,0.123475,
606,end,0.123475,1.577625
607,0,0.136539,
607,end,0.136539,1.514963
608,0,0.182345,
608,end,0.182345,1.467174
609,0,0.299659,
609,end,0.299659,1.486956
610,0,0.183445,
610,end,0.183445,1.571202
611,0,0.361153,
611,end,0.361153,1.582245
612,0,0.416141,
612,end,0.416141,1.527846
613,0,0.294511,
613,end,0.294511,1.404423
614,0,0.215038,
614,end,0.215038,1.380143
615,0,0.290648,
615,end,0.290648,1.413057
616,0,0.145332,
616,end,0.145332,1.500391
617,0,0.349806,
617,end,0.349806,1.509426
618,0,0.471544,
618,end,0.471544,1.464399
619,0,0.373559,
619,end,0.373559,1.364434
620,0,0.133302,
620,end,0.133302,1.350810
621,0,0.156343,
621,end,0.156343,1.412482
622,0,0.220503,
622,end,0.220503,1.377462
623,0,0.152618,
623,end,0.152618,1.260589
624,0,0.282623,
624,end,0.282623,1.245427
625,0,0.313220,
625,end,0.313220,1.305894
626,0,0.150277,
626,end,0.150277,1.337176
627,0,0.158063,
627,end,0.158063,1.281748
628,0,0.070845,
628,end,0.070845,1.250488
629,0,0.129414,
629,end,0.129414,1.291202
630,0,0.123998,
630,end,0.123998,1.255842
631,0,0.056278,
631,end,0.056278,1.198436
632,0,0.160546,
632,end,0.160546,1.256821
633,0,0.128277,
633,end,0.128277,1.287800
634,0,0.277778,
634,end,0.277778,1.230748
635,0,0.173460,
635,end,0.173460,1.100546
636,0,0.310730,
636,end,0.310730,1.088013
637,0,0.373627,
637,end,0.373627,1.156430
638,0,0.279872,
638,end,0.279872,1.270270
639,0,0.343827,
639,end,0.343827,1.276826
640,0,0.382749,
640,end,0.382749,1.188313
641,0,0.196321,
641,end,0.196321,1.025533
642,0,0.334742,
642,end,0.334742,0.978871
643,0,0.408512,
643,end,0.408512,1.040321
644,0,0.251197,
644,end,0.251197,1.181579
645,0,0.268441,
645,end,0.268441,1.197747
646,0,0.337600,
646,end,0.337600,1.110230
647,0,0.174339,
647,end,0.174339,1.019951
648,0,0.178096,
648,end,0.178096,1.037173
649,0,0.123166,
649,end,0.123166,1.075911
650,0,0.196384,
650,end,0.196384,1.005140
651,0,0.112584,
651,end,0.112584,0.940524
652,0,0.223401,
652,end,0.223401,1.011027
653,0,0.155764,
653,end,0.155764,1.044055
654,0,0.154445,
654,end,0.154445,1.046619
655,0,0.221274,
655,end,0.221274,0.943962
656,0,0.122585,
656,end,0.122585,0.869866
657,0,0.252410,
657,end,0.252410,0.936521
658,0,0.104250,
658,end,0.104250,1.077640
659,0,0.363848,
659,end,0.363848,1.086456
660,0,0.419311,
660,end,0.419311,1.000884
661,0,0.318304,
661,end,0.318304,0.828189
662,0,0.236924,
662,end,0.236924,0.804331
663,0,0.263075,
663,end,0.263075,0.916006
664,0,0.186035,
664,end,0.186035,0.982098
665,0,0.271459,
665,end,0.271459,0.915198
666,0,0.142985,
666,end,0.142985,0.819451
667,0,0.187395,
667,end,0.187395,0.847307
668,0,0.125649,
668,end,0.125649,0.899923
669,0,0.259787,
669,end,0.259787,0.852286
670,0,0.141495,
670,end,0.141495,0.675433
671,0,0.330545,
671,end,0.330545,0.632576
672,0,0.411373,
672,end,0.411373,0.688877
673,0,0.306873,
673,end,0.306873,0.854618
674,0,0.211326,
674,end,0.211326,0.870442
675,0,0.250813,
675,end,0.250813,0.733692
676,0,0.135861,
676,end,0.135861,0.632759
677,0,0.272171,
677,end,0.272171,0.697163
678,0,0.215611,
678,end,0.215611,0.747306
679,0,0.194072,
679,end,0.194072,0.790267
680,0,0.172390,
680,end,0.172390,0.675101
681,0,0.171395,
681,end,0.171395,0.669920
682,0,0.166633,
682,end,0.166633,0.661985
683,0,0.167293,
683,end,0.167293,0.683155
684,0,0.201005,
684,end,0.201005,0.597200
685,0,0.202259,
685,end,0.202259,0.685552
686,0,0.229129,
686,end,0.229129,0.755099
687,0,0.268267,
687,end,0.268267,0.782190
688,0,0.307749,
688,end,0.307749,0.663431
689,0,0.150073,
689,end,0.150073,0.654338
690,0,0.163258,
690,end,0.163258,0.501330
691,0,0.235539,
691,end,0.235539,0.511121
692,0,0.276253,
692,end,0.276253,0.567744
693,0,0.258661,
693,end,0.258661,0.624388
694,0,0.225206,
694,end,0.225206,0.543518
695,0,0.150601,
695,end,0.150601,0.635282
696,0,0.202541,
696,end,0.202541,0.709106
697,0,0.285902,
697,end,0.285902,0.622804
698,0,0.247029,
698,end,0.247029,0.501846
699,0,0.228276,
699,end,0.228276,0.497662
700,0,0.164777,
700,end,0.164777,0.653612
701,0,0.385445,
701,end,0.385445,0.683961
702,0,0.479641,
702,end,0.479641,0.606112
703,0,0.356275,
703,end,0.356275,0.390109
704,0,0.236727,
704,end,0.236727,0.399672
705,0,0.245963,
705,end,0.245963,0.571288
706,0,0.292218,
706,end,0.292218,0.673766
707,0,0.362457,
707,end,0.362457,0.608276
708,0,0.240257,
708,end,0.240257,0.381604
709,0,0.338248,
709,end,0.338248,0.380522
710,0,0.392601,
710,end,0.392601,0.391549
711,0,0.351077,
711,end,0.351077,0.449396
712,0,0.334559,
712,end,0.334559,0.504051
713,0,0.225083,
713,end,0.225083,0.454589
714,0,0.103507,
714,end,0.103507,0.256896
715,0,0.390181,
715,end,0.390181,0.277605
716,0,0.499760,
716,end,0.499760,0.268881
717,0,0.404189,
717,end,0.404189,0.421388
718,0,0.222304,
718,end,0.222304,0.605533
719,0,0.340539,
719,end,0.340539,0.630123
720,0,0.365782,
720,end,0.365782,0.496174
721,0,0.166528,
721,end,0.166528,0.290283
722,0,0.398424,
722,end,0.398424,0.319806
723,0,0.515177,
723,end,0.515177,0.342680
724,0,0.484592,
724,end,0.484592,0.395866
725,0,0.321620,
725,end,0.321620,0.534992
726,0,0.315431,
726,end,0.315431,0.710541
727,0,0.592891,
727,end,0.592891,0.759772
728,0,0.679324,
728,end,0.679324,0.741497
729,0,0.628334,
729,end,0.628334,0.619724
730,0,0.442768,
730,end,0.442768,0.376348
731,0,0.146172,
731,end,0.146172,0.310836
732,0,0.288203,
732,end,0.288203,0.372153
733,0,0.177972,
733,end,0.177972,0.563378
734,0,0.410490,
734,end,0.410490,0.591153
735,0,0.441609,
735,end,0.441609,0.476631
736,0,0.254654,
736,end,0.254654,0.183442
737,0,0.310814,
737,end,0.310814,0.209218
738,0,0.428038,
738,end,0.428038,0.135166
739,0,0.309365,
739,end,0.309365,0.324373
740,0,0.275256,
740,end,0.275256,0.405817
741,0,0.332648,
741,end,0.332648,0.331548
742,0,0.175771,
742,end,0.175771,0.279202
743,0,0.394966,
743,end,0.394966,0.394776
744,0,0.481828,
744,end,0.481828,0.355875
745,0,0.447000,
745,end,0.447000,0.260978
746,0,0.207678,
746,end,0.207678,0.494654
747,0,0.332325,
747,end,0.332325,0.596137
748,0,0.510897,
748,end,0.510897,0.580220
749,0,0.508027,
749,end,0.508027,0.446468
750,0,0.329904,
750,end,0.329904,0.247640
751,0,0.228035,
751,end,0.228035,0.266493
752,0,0.324679,
752,end,0.324679,0.253968
753,0,0.281337,
753,end,0.281337,0.350895
754,0,0.190322,
754,end,0.190322,0.361715
755,0,0.151199,
755,end,0.151199,0.211025
756,0,0.209158,
756,end,0.209158,0.180096
757,0,0.181668,
757,end,0.181668,0.352495
758,0,0.258542,
758,end,0.258542,0.373708
759,0,0.261994,
759,end,0.261994,0.258677
760,0,0.085239,
760,end,0.085239,0.271972
761,0,0.276951,
761,end,0.276951,0.295110
762,0,0.247196,
762,end,0.247196,0.354738
763,0,0.200433,
763,end,0.200433,0.468000
764,0,0.413074,
764,end,0.413074,0.439397
765,0,0.428834,
765,end,0.428834,0.280042
766,0,0.223423,
766,end,0.223423,0.266701
767,0,0.379806,
767,end,0.379806,0.411663
768,0,0.497185,
768,end,0.497185,0.413098
769,0,0.436721,
769,end,0.436721,0.269185
770,0,0.265794,
770,end,0.265794,0.418340
771,0,0.350936,
771,end,0.350936,0.518750
772,0,0.454948,
772,end,0.454948,0.477868
773,0,0.380090,
773,end,0.380090,0.289996
774,0,0.327217,
774,end,0.327217,0.224768
775,0,0.304895,
775,end,0.304895,0.162394
776,0,0.266648,
776,end,0.266648,0.231694
777,0,0.171446,
777,end,0.171446,0.233669
778,0,0.130011,
778,end,0.130011,0.242520
779,0,0.249800,
779,end,0.249800,0.278298
780,0,0.279618,
780,end,0.279618,0.274361
781,0,0.171174,
781,end,0.171174,0.325234
782,0,0.203408,
782,end,0.203408,0.241887
783,0,0.150671,
783,end,0.150671,0.209498
784,0,0.279543,
784,end,0.279543,0.233954
785,0,0.324383,
785,end,0.324383,0.169333
786,0,0.171970,
786,end,0.171970,0.215203
787,0,0.145468,
787,end,0.145468,0.320556
788,0,0.198878,
788,end,0.198878,0.237782
789,0,0.192007,
789,end,0.192007,0.243447
790,0,0.246388,
790,end,0.246388,0.268922
791,0,0.226980,
791,end,0.226980,0.358678
792,0,0.258200,
792,end,0.258200,0.284420
793,0,0.135411,
793,end,0.135411,0.294008
794,0,0.332127,
794,end,0.332127,0.339147
795,0,0.431275,
795,end,0.431275,0.259756
796,0,0.350253,
796,end,0.350253,0.213568
797,0,0.287041,
797,end,0.287041,0.333320
798,0,0.319270,
798,end,0.319270,0.377350
799,0,0.316414,
799,end,0.316414,0.277558
800,0,0.141851,
800,end,0.141851,0.252131
801,0,0.194726,
801,end,0.194726,0.319299
802,0,0.220090,
802,end,0.220090,0.295807
803,0,0.254502,
803,end,0.254502,0.278247
804,0,0.231282,
804,end,0.231282,0.137223
805,0,0.122562,
805,end,0.122562,0.145005
806,0,0.085035,
806,end,0.085035,0.205557
807,0,0.124318,
807,end,0.124318,0.138158
808,0,0.131749,
808,end,0.131749,0.190299
809,0,0.115199,
809,end,0.115199,0.271338
810,0,0.153443,
810,end,0.153443,0.230110
811,0,0.203389,
811,end,0.203389,0.236866
812,0,0.196882,
812,end,0.196882,0.230325
813,0,0.169048,
813,end,0.169048,0.271954
814,0,0.149361,
814,end,0.149361,0.200763
815,0,0.132971,
815,end,0.132971,0.209052
816,0,0.194578,
816,end,0.194578,0.195519
817,0,0.189270,
817,end,0.189270,0.237242
818,0,0.155315,
818,end,0.155315,0.168697
819,0,0.133369,
819,end,0.133369,0.212394
820,0,0.150052,
820,end,0.150052,0.239610
821,0,0.129447,
821,end,0.129447,0.235871
822,0,0.168203,
822,end,0.168203,0.119462
823,0,0.139787,
823,end,0.139787,0.156000
824,0,0.174256,
824,end,0.174256,0.208885
825,0,0.195489,
825,end,0.195489,0.176453
826,0,0.157585,
826,end,0.157585,0.173225
827,0,0.069923,
827,end,0.069923,0.186073
828,0,0.147351,
828,end,0.147351,0.236756
829,0,0.197117,
829,end,0.197117,0.123475
830,0,0.147513,
830,end,0.147513,0.184317
831,0,0.232757,
831,end,0.232757,0.143660
832,0,0.215542,
832,end,0.215542,0.341403
833,0,0.379650,
833,end,0.379650,0.395430
834,0,0.413102,
834,end,0.413102,0.288557
835,0,0.199168,
835,end,0.199168,0.321851
836,0,0.363718,
836,end,0.363718,0.424580
837,0,0.521291,
837,end,0.521291,0.376307
838,0,0.467395,
838,end,0.467395,0.214763
839,0,0.204493,
839,end,0.204493,0.502394
840,0,0.451574,
840,end,0.451574,0.624188
841,0,0.621844,
841,end,0.621844,0.609847
842,0,0.637154,
842,end,0.637154,0.475190
843,0,0.488940,
843,end,0.488940,0.222334
844,0,0.173264,
844,end,0.173264,0.355313
845,0,0.446458,
845,end,0.446458,0.570820
846,0,0.663009,
846,end,0.663009,0.638940
847,0,0.737302,
847,end,0.737302,0.599532
848,0,0.690110,
848,end,0.690110,0.452158
849,0,0.549319,
849,end,0.549319,0.236010
850,0,0.278687,
850,end,0.278687,0.217139
851,0,0.207035,
851,end,0.207035,0.438355
852,0,0.417540,
852,end,0.417540,0.510828
853,0,0.494950,
853,end,0.494950,0.448559
854,0,0.393261,
854,end,0.393261,0.351685
855,0,0.316258,
855,end,0.316258,0.380372
856,0,0.429233,
856,end,0.429233,0.392685
857,0,0.446167,
857,end,0.446167,0.231945
858,0,0.290467,
858,end,0.290467,0.183147
859,0,0.193294,
859,end,0.193294,0.250062
860,0,0.278011,
860,end,0.278011,0.148081
861,0,0.122227,
861,end,0.122227,0.326043
862,0,0.386698,
862,end,0.386698,0.410658
863,0,0.464529,
863,end,0.464529,0.396337
864,0,0.420968,
864,end,0.420968,0.258796
865,0,0.240789,
865,end,0.240789,0.294407
866,0,0.244581,
866,end,0.244581,0.284206
867,0,0.213008,
867,end,0.213008,0.226571
868,0,0.210719,
868,end,0.210719,0.175048
869,0,0.179817,
869,end,0.179817,0.196894
870,0,0.179587,
870,end,0.179587,0.182107
871,0,0.185364,
871,end,0.185364,0.161782
872,0,0.192958,
872,end,0.192958,0.166808
873,0,0.141207,
873,end,0.141207,0.232131
874,0,0.172334,
874,end,0.172334,0.225534
875,0,0.158148,
875,end,0.158148,0.217652
876,0,0.224744,
876,end,0.224744,0.208222
877,0,0.212456,
877,end,0.212456,0.163818
878,0,0.147393,
878,end,0.147393,0.145083
879,0,0.143622,
879,end,0.143622,0.209258
880,0,0.229886,
880,end,0.229886,0.234152
881,0,0.237232,
881,end,0.237232,0.112214
882,0,0.061487,
882,end,0.061487,0.230777
883,0,0.191625,
883,end,0.191625,0.193180
884,0,0.130719,
884,end,0.130719,0.219157
885,0,0.227503,
885,end,0.227503,0.254057
886,0,0.262849,
886,end,0.262849,0.183785
887,0,0.165353,
887,end,0.165353,0.201605
888,0,0.175998,
888,end,0.175998,0.138357
889,0,0.077435,
889,end,0.077435,0.296389
890,0,0.319719,
890,end,0.319719,0.325450
891,0,0.343604,
891,end,0.343604,0.230925
892,0,0.274031,
892,end,0.274031,0.216911
893,0,0.275040,
893,end,0.275040,0.417267
894,0,0.476444,
894,end,0.476444,0.461002
895,0,0.480207,
895,end,0.480207,0.378961
896,0,0.368381,
896,end,0.368381,0.188966
897,0,0.177249,
897,end,0.177249,0.331693
898,0,0.366612,
898,end,0.366612,0.344035
899,0,0.376480,
899,end,0.376480,0.229662
900,0,0.199339,
900,end,0.199339,0.303859
901,0,0.317235,
901,end,0.317235,0.379017
902,0,0.401470,
902,end,0.401470,0.283229
903,0,0.251805,
903,end,0.251805,0.256289
904,0,0.226845,
904,end,0.226845,0.382216
905,0,0.421029,
905,end,0.421029,0.391175
906,0,0.472689,
906,end,0.472689,0.291333
907,0,0.387322,
907,end,0.387322,0.125533
908,0,0.209100,
908,end,0.209100,0.244217
909,0,0.271446,
909,end,0.271446,0.302401
910,0,0.284665,
910,end,0.284665,0.187349
911,0,0.181304,
911,end,0.181304,0.157146
912,0,0.134054,
912,end,0.134054,0.144709
913,0,0.079619,
913,end,0.079619,0.170701
914,0,0.208684,
914,end,0.208684,0.133088
915,0,0.160906,
915,end,0.160906,0.127813
916,0,0.144977,
916,end,0.144977,0.116857
917,0,0.100543,
917,end,0.100543,0.187484
918,0,0.167906,
918,end,0.167906,0.203142
919,0,0.197075,
919,end,0.197075,0.189676
920,0,0.182376,
920,end,0.182376,0.132416
921,0,0.106361,
921,end,0.106361,0.135319
922,0,0.132139,
922,end,0.132139,0.188962
923,0,0.219705,
923,end,0.219705,0.284525
924,0,0.333624,
924,end,0.333624,0.261984
925,0,0.279856,
925,end,0.279856,0.268513
926,0,0.231476,
926,end,0.231476,0.341778
927,0,0.334298,
927,end,0.334298,0.341140
928,0,0.335765,
928,end,0.335765,0.176282
929,0,0.138743,
929,end,0.138743,0.279653
930,0,0.324098,
930,end,0.324098,0.388826
931,0,0.480312,
931,end,0.480312,0.384551
932,0,0.479385,
932,end,0.479385,0.271426
933,0,0.332526,
933,end,0.332526,0.277279
934,0,0.316721,
934,end,0.316721,0.435319
935,0,0.461630,
935,end,0.461630,0.511197
936,0,0.546622,
936,end,0.546622,0.483319
937,0,0.511623,
937,end,0.511623,0.328628
938,0,0.327666,
938,end,0.327666,0.322450
939,0,0.335306,
939,end,0.335306,0.396556
940,0,0.417486,
940,end,0.417486,0.319659
941,0,0.356375,
941,end,0.356375,0.151767
942,0,0.217099,
942,end,0.217099,0.282680
943,0,0.403253,
943,end,0.403253,0.387221
944,0,0.506918,
944,end,0.506918,0.376983
945,0,0.427155,
945,end,0.427155,0.256150
946,0,0.240518,
946,end,0.240518,0.332579
947,0,0.340019,
947,end,0.340019,0.435715
948,0,0.464224,
948,end,0.464224,0.379882
949,0,0.397204,
949,end,0.397204,0.216205
950,0,0.208754,
950,end,0.208754,0.239561
951,0,0.283733,
951,end,0.283733,0.337831
952,0,0.374281,
952,end,0.374281,0.340611
953,0,0.345411,
953,end,0.345411,0.211562
954,0,0.217894,
954,end,0.217894,0.276992
955,0,0.274876,
955,end,0.274876,0.235260
956,0,0.217282,
956,end,0.217282,0.067494
957,0,0.141876,
957,end,0.141876,0.103176
958,0,0.171906,
958,end,0.171906,0.066102
959,0,0.127336,
959,end,0.127336,0.101407
960,0,0.112311,
960,end,0.112311,0.170977
961,0,0.138837,
961,end,0.138837,0.196320
962,0,0.167185,
962,end,0.167185,0.168666
963,0,0.152943,
963,end,0.152943,0.215370
964,0,0.206351,
964,end,0.206351,0.191639
965,0,0.223956,
965,end,0.223956,0.084795
966,0,0.138303,
966,end,0.138303,0.207805
967,0,0.236527,
967,end,0.236527,0.198917
968,0,0.171860,
968,end,0.171860,0.268836
969,0,0.262108,
969,end,0.262108,0.269990
970,0,0.259373,
970,end,0.259373,0.170724
971,0,0.189046,
971,end,0.189046,0.156346
972,0,0.238830,
972,end,0.238830,0.112452
973,0,0.138311,
973,end,0.138311,0.270668
974,0,0.264315,
974,end,0.264315,0.324418
975,0,0.333363,
975,end,0.333363,0.202618
976,0,0.183903,
976,end,0.183903,0.225917
977,0,0.259200,
977,end,0.259200,0.301673
978,0,0.362253,
978,end,0.362253,0.239727
979,0,0.246289,
979,end,0.246289,0.226206
980,0,0.240182,
980,end,0.240182,0.381405
981,0,0.413178,
981,end,0.413178,0.406263
982,0,0.438449,
982,end,0.438449,0.281901
983,0,0.286421,
983,end,0.286421,0.095045
984,0,0.114533,
984,end,0.114533,0.129731
985,0,0.165438,
985,end,0.165438,0.141907
986,0,0.124297,
986,end,0.124297,0.184903
987,0,0.138747,
987,end,0.138747,0.169509
988,0,0.132793,
988,end,0.132793,0.140121
989,0,0.104885,
989,end,0.104885,0.079023
990,0,0.142711,
990,end,0.142711,0.142338
991,0,0.230936,
991,end,0.230936,0.113319
992,0,0.164254,
992,end,0.164254,0.100592
993,0,0.084055,
993,end,0.084055,0.231531
994,0,0.226137,
994,end,0.226137,0.221142
995,0,0.216383,
995,end,0.216383,0.299873
996,0,0.291177,
996,end,0.291177,0.308960
997,0,0.301959,
997,end,0.301959,0.152506
998,0,0.122713,
998,end,0.122713,0.244487
999,0,0.295709,
999,end,0.295709,0.331573
1000,0,0.417364,
1000,end,0.417364,0.286770
